125 12
0 1 146.91980
0 2 145.27649
0 3 146.16776
0 4 141.63629
0 5 185.75398
0 6 192.26291
0 7 149.19167
0 8 168.98569
0 9 156.97464
0 10 165.76457
0 11 174.57938
0 12 210.63582
0 13 153.61105
0 14 181.17393
0 15 203.70961
0 16 186.14041
0 17 135.05821
0 18 167.26622
0 19 174.23026
0 20 103.69817
0 21 147.12386
0 22 180.20889
0 23 190.10962
0 24 181.77779
0 25 186.21992
0 26 178.86807
0 27 172.15152
0 28 173.34126
0 29 166.58823
0 30 139.17819
0 31 199.45016
0 32 106.57138
0 33 206.09352
0 34 154.94499
0 35 137.62587
0 36 143.82843
0 37 129.76112
0 38 182.12999
0 39 164.48680
0 40 198.56554
0 41 179.07985
0 42 171.45192
0 43 227.07172
0 44 128.37686
0 45 137.97095
0 46 149.51241
0 47 169.31686
0 48 148.50304
0 49 175.71242
0 50 158.39273
0 51 148.58606
0 52 174.06984
0 53 174.24454
0 54 145.06784
0 55 212.47800
0 56 167.32753
0 57 180.95583
0 58 167.70250
0 59 163.93608
0 60 134.55544
0 61 173.69470
0 62 206.89952
0 63 181.70374
0 64 184.90231
0 65 127.91255
0 66 172.34596
0 67 148.14238
0 68 139.63135
0 69 152.24490
0 70 146.09241
0 71 159.61128
0 72 190.04117
0 73 168.31311
0 74 173.20808
0 75 154.68079
0 76 193.64494
0 77 187.86864
0 78 181.27406
0 79 209.22362
0 80 192.80307
0 81 188.08730
0 82 190.25325
0 83 141.45866
0 84 187.59596
0 85 160.47772
0 86 181.21915
0 87 138.58125
0 88 202.07852
0 89 169.23761
0 90 134.68257
0 91 168.19156
0 92 164.52412
0 93 174.55629
0 94 193.83916
0 95 188.34508
0 96 155.07001
0 97 180.47902
0 98 141.83745
0 99 184.56625
0 100 179.57593
0 101 167.43167
0 102 167.18285
0 103 166.73564
0 104 173.83868
0 105 161.23055
0 106 185.71927
0 107 152.65561
0 108 119.54552
0 109 149.46599
0 110 202.03941
0 111 193.06181
0 112 203.68968
0 113 159.86630
0 114 94.07961
0 115 188.30185
0 116 194.90030
0 117 209.67377
0 118 114.73520
0 119 151.37978
0 120 168.21396
0 121 183.79425
0 122 147.70067
0 123 161.35014
0 124 195.20369
1 2 176.11777
1 3 138.31938
1 4 134.98668
1 5 135.52693
1 6 161.53041
1 7 164.01337
1 8 167.98466
1 9 160.53299
1 10 168.78586
1 11 118.54800
1 12 160.66603
1 13 169.03923
1 14 137.55212
1 15 160.48610
1 16 152.07732
1 17 134.81424
1 18 184.27182
1 19 152.70332
1 20 138.69679
1 21 136.01431
1 22 174.89914
1 23 197.55988
1 24 182.44942
1 25 159.77090
1 26 150.19836
1 27 144.91035
1 28 158.26910
1 29 143.41458
1 30 173.56107
1 31 158.16762
1 32 135.24379
1 33 164.44206
1 34 144.70795
1 35 166.50725
1 36 155.95470
1 37 168.51372
1 38 144.43471
1 39 129.64052
1 40 195.77551
1 41 133.31319
1 42 155.00183
1 43 210.44238
1 44 128.60695
1 45 148.00352
1 46 135.91905
1 47 181.23077
1 48 152.29907
1 49 115.81722
1 50 129.78163
1 51 164.79749
1 52 123.28239
1 53 107.30418
1 54 142.47743
1 55 175.16158
1 56 161.90009
1 57 169.13390
1 58 164.19177
1 59 143.21112
1 60 140.72643
1 61 199.50504
1 62 137.71237
1 63 118.82560
1 64 132.66966
1 65 146.76799
1 66 164.21159
1 67 172.06113
1 68 157.21309
1 69 135.62625
1 70 176.86385
1 71 156.60181
1 72 210.40187
1 73 147.61746
1 74 155.68597
1 75 176.10875
1 76 145.76938
1 77 177.92934
1 78 141.06827
1 79 135.19301
1 80 159.05780
1 81 170.47423
1 82 167.55974
1 83 157.18776
1 84 193.04164
1 85 167.82861
1 86 180.69667
1 87 168.69888
1 88 206.92505
1 89 158.89223
1 90 138.68111
1 91 160.85777
1 92 132.42067
1 93 152.07089
1 94 155.48291
1 95 191.68573
1 96 162.55452
1 97 129.89005
1 98 145.43683
1 99 188.64212
1 100 146.70918
1 101 145.36462
1 102 165.47606
1 103 167.23218
1 104 145.65741
1 105 163.24362
1 106 163.98891
1 107 139.60258
1 108 164.10167
1 109 187.04500
1 110 196.16238
1 111 136.52432
1 112 137.47195
1 113 135.48918
1 114 160.72394
1 115 152.17302
1 116 169.91933
1 117 195.34323
1 118 166.19257
1 119 141.58904
1 120 185.25920
1 121 123.80521
1 122 160.47238
1 123 153.80708
1 124 162.04416
2 3 162.63979
2 4 124.88087
2 5 174.53584
2 6 167.07620
2 7 155.70334
2 8 187.11827
2 9 148.68069
2 10 166.75908
2 11 185.90579
2 12 182.68547
2 13 192.09814
2 14 177.76639
2 15 213.10326
2 16 178.78999
2 17 157.30116
2 18 138.35785
2 19 191.35309
2 20 191.25403
2 21 132.91356
2 22 166.57591
2 23 179.85785
2 24 151.45399
2 25 161.05664
2 26 185.51643
2 27 194.00494
2 28 182.66924
2 29 178.24873
2 30 153.05537
2 31 147.03745
2 32 126.16417
2 33 189.84341
2 34 120.40694
2 35 190.65370
2 36 145.25536
2 37 148.36064
2 38 183.19693
2 39 169.58282
2 40 166.48004
2 41 175.56870
2 42 133.21732
2 43 174.31271
2 44 147.45239
2 45 143.40009
2 46 124.64464
2 47 154.89262
2 48 175.36090
2 49 200.50932
2 50 210.52786
2 51 158.57419
2 52 200.38443
2 53 185.48326
2 54 169.87532
2 55 186.63034
2 56 194.11340
2 57 207.80826
2 58 197.07971
2 59 180.28207
2 60 108.23011
2 61 161.38351
2 62 224.29384
2 63 195.77563
2 64 201.91219
2 65 157.41357
2 66 184.17267
2 67 187.87489
2 68 176.99965
