50 5
0 1 157.00456
0 2 176.56117
0 3 169.83887
0 4 185.87796
0 5 160.92496
0 6 171.51419
0 7 161.03235
0 8 90.70615
0 9 210.43324
0 10 117.13708
0 11 111.07257
0 12 106.25500
0 13 161.79929
0 14 123.28651
0 15 159.38582
0 16 135.43097
0 17 167.91231
0 18 126.10497
0 19 162.20032
0 20 188.28773
0 21 154.59882
0 22 124.91756
0 23 123.22220
0 24 179.93999
0 25 118.13601
0 26 155.18538
0 27 147.28745
0 28 174.47144
0 29 180.86539
0 30 164.25050
0 31 181.92336
0 32 157.62965
0 33 154.79924
0 34 135.62596
0 35 150.86531
0 36 125.79417
0 37 170.72363
0 38 162.56987
0 39 170.23666
0 40 176.74432
0 41 157.86452
0 42 178.23766
0 43 166.75677
0 44 110.72358
0 45 174.06859
0 46 173.90834
0 47 163.85034
0 48 104.53035
0 49 185.59200
1 2 162.19391
1 3 161.74770
1 4 164.25945
1 5 142.35529
1 6 165.05190
1 7 82.55361
1 8 177.41794
1 9 194.28355
1 10 121.66908
1 11 133.02679
1 12 129.62343
1 13 185.45683
1 14 152.05293
1 15 158.06667
1 16 126.94113
1 17 128.88609
1 18 156.98543
1 19 119.27804
1 20 175.76942
1 21 144.13792
1 22 116.83060
1 23 126.82836
1 24 149.32933
1 25 118.02312
1 26 143.89536
1 27 173.45851
1 28 165.42802
1 29 133.20026
1 30 170.67630
1 31 118.16145
1 32 153.04095
1 33 131.72099
1 34 104.41533
1 35 129.17883
1 36 167.70959
1 37 190.72092
1 38 131.58832
1 39 145.50723
1 40 168.53455
1 41 133.49516
1 42 146.06100
1 43 125.46292
1 44 146.46269
1 45 154.62280
1 46 160.67679
1 47 129.97128
1 48 135.83904
1 49 130.43748
2 3 150.08955
2 4 125.07851
2 5 138.72072
2 6 122.29701
2 7 148.65781
2 8 182.78154
2 9 165.94186
2 10 152.62036
2 11 194.14473
2 12 144.96121
2 13 153.72504
2 14 118.12965
2 15 167.46431
2 16 127.08360
2 17 125.03166
2 18 133.22417
2 19 164.90068
2 20 157.32658
2 21 150.71271
2 22 143.11531
2 23 162.27670
2 24 166.74245
2 25 187.63615
2 26 161.94617
2 27 154.00195
2 28 91.61807
2 29 142.74487
2 30 145.33562
2 31 127.80035
2 32 121.81267
2 33 129.09782
2 34 148.81946
2 35 146.64502
2 36 184.99509
2 37 111.67305
2 38 170.50104
2 39 150.77507
2 40 133.32501
2 41 141.76917
2 42 81.93279
2 43 142.21985
2 44 160.49525
2 45 159.96349
2 46 115.66857
2 47 144.63826
2 48 159.12077
2 49 186.03033
3 4 161.57280
3 5 141.99283
3 6 165.92540
3 7 107.34563
3 8 169.81892
3 9 195.32820
3 10 119.89131
3 11 165.61234
3 12 149.49864
3 13 148.58781
3 14 153.06488
3 15 152.55710
3 16 137.97552
3 17 125.16146
3 18 112.79095
3 19 169.91869
3 20 218.48970
3 21 131.93820
3 22 103.07941
3 23 161.60664
3 24 127.33147
3 25 130.98021
3 26 164.45322
3 27 124.89832
3 28 142.60655
3 29 161.96896
3 30 128.36154
3 31 158.32149
3 32 161.30182
3 33 150.32411
3 34 184.49712
3 35 161.50540
3 36 195.34390
3 37 155.53716
3 38 148.64099
3 39 135.88747
3 40 125.39577
3 41 153.76089
3 42 140.36917
3 43 117.83057
3 44 100.33986
3 45 150.52097
3 46 167.12727
3 47 99.53558
3 48 146.55376
3 49 122.49594
4 5 160.70145
4 6 129.15056
4 7 136.89569
4 8 193.41280
4 9 168.99371
4 10 152.15977
4 11 178.75356
4 12 158.95839
4 13 180.40976
4 14 151.84851
4 15 191.15450
4 16 143.54985
4 17 156.99138
4 18 154.83658
4 19 163.15521
4 20 138.89952
4 21 153.44940
4 22 123.82377
4 23 181.04790
4 24 177.14180
4 25 185.72195
4 26 152.01283
4 27 166.42903
4 28 149.23909
4 29 174.41766
4 30 191.39510
4 31 153.05225
4 32 150.03467
4 33 157.18134
4 34 168.89584
4 35 74.22874
4 36 201.05579
4 37 133.00758
4 38 163.42896
4 39 137.60316
4 40 130.37550
4 41 162.52859
4 42 125.20979
4 43 151.87532
4 44 167.81287
4 45 169.17807
4 46 178.31613
4 47 127.02677
4 48 163.16432
4 49 187.86221
5 6 165.21062
5 7 132.87431
5 8 193.88361
5 9 166.48622
5 10 148.97571
5 11 167.62022
5 12 123.38409
