25 7
0 1 171.89697
0 2 200.06900
0 3 151.24463
0 4 188.41722
0 5 175.41864
0 6 198.26501
0 7 190.19769
0 8 147.48053
0 9 184.06819
0 10 170.85370
0 11 189.06706
0 12 192.20464
0 13 158.64232
0 14 217.10522
0 15 153.38080
0 16 175.86258
0 17 202.32756
0 18 159.76355
0 19 170.24670
0 20 194.32845
0 21 177.43739
0 22 217.20033
0 23 160.55635
0 24 194.62132
1 2 176.62428
1 3 169.50122
1 4 189.88116
1 5 201.53542
1 6 150.88240
1 7 194.77647
1 8 185.31522
1 9 175.39128
1 10 127.51080
1 11 190.24725
1 12 150.22958
1 13 155.26721
1 14 181.72641
1 15 126.47273
1 16 171.89322
1 17 157.32066
1 18 174.35152
1 19 143.41963
1 20 188.58488
1 21 196.33365
1 22 173.26862
1 23 154.45737
1 24 154.59039
2 3 178.85318
2 4 159.64169
2 5 199.53563
2 6 199.50987
2 7 197.24248
2 8 179.66115
2 9 181.81158
2 10 150.38895
2 11 168.03789
2 12 197.79086
2 13 204.18738
2 14 211.12177
2 15 156.71082
2 16 156.81351
2 17 179.60403
2 18 176.91817
2 19 155.61620
2 20 152.50589
2 21 184.93199
2 22 190.27499
2 23 174.38332
2 24 139.34708
3 4 110.35752
3 5 172.79282
3 6 203.42227
3 7 202.27058
3 8 162.91591
3 9 166.21718
3 10 199.83356
3 11 174.39963
3 12 136.70419
3 13 179.30257
3 14 199.47922
3 15 179.98213
3 16 159.25514
3 17 185.12915
3 18 158.86967
3 19 171.94910
3 20 163.09995
3 21 183.43388
3 22 216.18752
3 23 144.05032
3 24 190.81137
4 5 183.49481
4 6 196.16705
4 7 195.73218
4 8 170.27493
4 9 187.03650
4 10 198.41849
4 11 168.47702
4 12 161.86374
4 13 197.49905
4 14 226.75081
4 15 188.58754
4 16 148.31712
4 17 183.64291
4 18 193.12889
4 19 189.38513
4 20 168.50392
4 21 190.84146
4 22 195.75578
4 23 153.25555
4 24 186.84349
5 6 201.68878
5 7 153.16039
5 8 210.11737
5 9 186.13506
5 10 176.12222
5 11 142.33104
5 12 183.55084
5 13 206.70129
5 14 204.58556
5 15 168.20880
5 16 147.31007
5 17 223.65468
5 18 170.84239
5 19 171.98567
5 20 171.35947
5 21 200.62344
5 22 177.62091
5 23 197.59532
5 24 198.04556
6 7 157.53067
6 8 168.68993
6 9 198.32846
6 10 178.74217
6 11 160.10925
6 12 161.60953
6 13 144.34006
6 14 165.43642
6 15 159.17033
6 16 184.78989
6 17 151.69261
6 18 182.91266
6 19 180.03397
6 20 183.81480
6 21 183.98996
6 22 170.50627
6 23 215.82143
6 24 180.57968
7 8 172.55150
7 9 219.29262
7 10 175.65045
7 11 142.18118
7 12 180.64273
7 13 171.57253
7 14 169.68307
7 15 140.98216
7 16 189.31808
7 17 158.46101
7 18 118.29778
7 19 159.48257
7 20 203.06868
7 21 193.58055
7 22 145.09099
7 23 191.54469
7 24 210.08585
8 9 216.18526
8 10 187.46117
8 11 157.94200
8 12 196.51439
8 13 186.80640
8 14 227.36325
8 15 145.06267
8 16 193.72922
8 17 147.19458
8 18 135.50455
8 19 201.63736
8 20 203.40761
8 21 190.34619
8 22 214.53505
8 23 193.23219
8 24 177.33408
9 10 176.64355
9 11 163.00110
9 12 177.85527
9 13 194.15015
9 14 245.22585
9 15 196.93230
9 16 187.72043
9 17 235.02966
9 18 200.55206
9 19 207.01616
9 20 183.27791
9 21 154.98293
9 22 233.06311
9 23 202.57480
9 24 203.41174
10 11 174.69063
10 12 198.06757
10 13 207.97641
10 14 206.22240
10 15 143.77872
10 16 165.76399
10 17 197.65497
10 18 167.98175
10 19 151.50850
10 20 212.64896
10 21 196.62627
10 22 173.72357
10 23 171.82378
10 24 169.71898
11 12 168.41109
11 13 190.04428
11 14 199.34793
11 15 143.31374
11 16 161.52466
11 17 187.60333
11 18 143.49216
11 19 187.72136
11 20 164.80821
11 21 165.64911
11 22 162.96400
11 23 176.92734
11 24 207.37904
12 13 150.18358
12 14 164.32570
12 15 155.75200
12 16 198.32695
12 17 197.19867
12 18 170.24928
12 19 164.25156
12 20 133.25215
12 21 178.32507
12 22 193.80382
12 23 179.42221
12 24 180.21960
13 14 150.06956
13 15 165.96214
13 16 194.90392
13 17 156.51161
13 18 169.92050
13 19 149.64005
13 20 157.71686
13 21 165.15977
13 22 194.48798
13 23 177.75481
13 24 184.84885
14 15 182.81706
14 16 215.90506
14 17 178.68303
14 18 165.97256
14 19 118.00906
14 20 188.81825
14 21 204.83736
14 22 154.11438
14 23 199.88347
14 24 218.23000
15 16 167.53287
15 17 170.75531
15 18 133.96706
15 19 147.53099
15 20 176.15839
15 21 208.07666
15 22 144.76773
15 23 155.43065
15 24 159.03584
16 17 194.06291
16 18 182.95612
16 19 180.92140
16 20 182.45370
16 21 222.93861
16 22 198.88416
16 23 142.31676
16 24 201.41559
17 18 142.99335
17 19 173.32549
17 20 193.65753
17 21 187.13298
17 22 170.38420
17 23 190.38591
17 24 185.23558
18 19 163.75684
18 20 192.30482
18 21 184.35222
18 22 170.62167
18 23 175.33830
18 24 208.93221
19 20 174.15031
19 21 169.22839
19 22 155.31145
19 23 159.37416
19 24 151.59569
20 21 159.49687
20 22 204.87010
20 23 195.80725
20 24 154.38884
21 22 216.69022
21 23 216.47792
21 24 189.64688
22 23 192.86359
22 24 213.62079
23 24 219.99670
