25 7
0 1 157.15379
0 2 166.86331
0 3 156.50897
0 4 205.07924
0 5 150.77475
0 6 168.49016
0 7 151.80461
0 8 162.45866
0 9 165.92502
0 10 184.20049
0 11 160.57396
0 12 168.46349
0 13 146.33141
0 14 163.48923
0 15 132.29478
0 16 125.66463
0 17 168.54996
0 18 142.98242
0 19 153.28020
0 20 114.83178
0 21 170.84744
0 22 114.56345
0 23 168.18016
0 24 168.48390
1 2 172.15527
1 3 214.02238
1 4 194.50491
1 5 137.86078
1 6 117.03864
1 7 188.01175
1 8 140.65865
1 9 159.25420
1 10 210.86288
1 11 212.30769
1 12 173.30400
1 13 151.10504
1 14 227.05498
1 15 129.43430
1 16 178.44682
1 17 147.03775
1 18 116.11183
1 19 166.94235
1 20 142.34698
1 21 141.64267
1 22 155.09471
1 23 199.92445
1 24 159.71164
2 3 170.66707
2 4 160.56310
2 5 185.94069
2 6 152.81738
2 7 149.62454
2 8 142.18230
2 9 154.67450
2 10 202.17757
2 11 148.47684
2 12 204.10188
2 13 134.36340
2 14 164.18565
2 15 160.19075
2 16 159.43134
2 17 166.99408
2 18 177.50787
2 19 126.70641
2 20 145.64787
2 21 139.22101
2 22 190.44942
2 23 156.97964
2 24 177.53296
3 4 172.35062
3 5 169.55359
3 6 199.95341
3 7 187.20097
3 8 185.03403
3 9 189.54553
3 10 163.94690
3 11 129.10553
3 12 178.24379
3 13 167.71829
3 14 139.43135
3 15 184.51300
3 16 168.73624
3 17 204.15651
3 18 195.95973
3 19 188.70020
3 20 173.71558
3 21 191.34723
3 22 150.77164
3 23 167.25354
3 24 159.20638
4 5 171.58643
4 6 184.93553
4 7 224.01952
4 8 171.16161
4 9 194.48119
4 10 142.87265
4 11 133.75209
4 12 202.02788
4 13 150.19850
4 14 181.55806
4 15 189.96962
4 16 162.21249
4 17 162.88306
4 18 201.79320
4 19 170.39731
4 20 172.08093
4 21 166.02493
4 22 186.07700
4 23 145.04329
4 24 147.34499
5 6 153.66380
5 7 184.65964
5 8 141.86374
5 9 109.25960
5 10 171.61513
5 11 173.18228
5 12 147.16432
5 13 132.54417
5 14 154.67839
5 15 161.35030
5 16 115.99861
5 17 172.54814
5 18 134.31729
5 19 142.25969
5 20 131.67104
5 21 152.64836
5 22 111.42402
5 23 169.03406
5 24 103.72846
6 7 173.70906
6 8 137.53717
6 9 148.66559
6 10 204.48936
6 11 194.66739
6 12 177.56786
6 13 153.86644
6 14 195.22086
6 15 165.67706
6 16 166.99461
6 17 187.34148
6 18 145.62318
6 19 109.15797
6 20 158.12584
6 21 142.29216
6 22 186.26520
6 23 172.45415
6 24 178.46358
7 8 159.99387
7 9 167.47154
7 10 195.92747
7 11 157.65750
7 12 156.07860
7 13 137.67381
7 14 152.33353
7 15 146.51575
7 16 162.15263
7 17 188.45297
7 18 177.35791
7 19 173.56299
7 20 125.43327
7 21 140.76094
7 22 153.80507
7 23 154.94080
7 24 188.24252
8 9 138.42870
8 10 167.12041
8 11 161.29532
8 12 170.23955
8 13 164.86620
8 14 178.94341
8 15 121.78088
8 16 114.78969
8 17 139.83325
8 18 117.57095
8 19 137.05473
8 20 146.82500
8 21 156.84222
8 22 152.99579
8 23 157.64510
8 24 147.05627
9 10 211.13210
9 11 171.94984
9 12 158.40257
9 13 135.57631
9 14 142.15053
9 15 154.38921
9 16 141.37595
9 17 183.84995
9 18 147.04594
9 19 123.55983
9 20 152.58476
9 21 169.36307
9 22 136.18852
9 23 177.21788
9 24 151.28058
10 11 148.16591
10 12 182.46407
10 13 174.39346
10 14 195.60927
10 15 189.25795
10 16 150.91238
10 17 146.81595
10 18 177.52895
10 19 192.31198
10 20 149.21487
10 21 165.86823
10 22 148.41124
10 23 89.53388
10 24 164.08737
11 12 195.45070
11 13 158.90634
11 14 120.12996
11 15 165.73790
11 16 151.28577
11 17 173.97853
11 18 181.57977
11 19 161.37135
11 20 134.98994
11 21 172.92081
11 22 156.14120
11 23 120.58631
11 24 170.02011
12 13 148.68773
12 14 171.43294
12 15 138.49104
12 16 156.00200
12 17 169.33569
12 18 185.30278
12 19 195.75873
12 20 170.42474
12 21 170.84668
12 22 126.97279
12 23 175.03369
12 24 145.20337
13 14 143.33066
13 15 158.40468
13 16 144.16521
13 17 173.27667
13 18 171.66443
13 19 146.79085
13 20 116.20982
13 21 127.53617
13 22 123.82196
13 23 152.31355
13 24 131.62566
14 15 188.95041
14 16 143.48468
14 17 214.52994
14 18 206.64859
14 19 140.63513
14 20 173.49977
14 21 173.96339
14 22 156.18327
14 23 166.43480
14 24 161.42996
15 16 135.77753
15 17 140.63330
15 18 125.74078
15 19 180.59538
15 20 148.11465
15 21 148.57204
15 22 128.50882
15 23 172.44406
15 24 150.97455
16 17 167.64082
16 18 149.33876
16 19 134.24387
16 20 137.33208
16 21 153.38344
16 22 129.59390
16 23 143.31894
16 24 120.82671
17 18 138.81360
17 19 182.16989
17 20 137.07285
17 21 152.40300
17 22 155.94749
17 23 144.64003
17 24 182.03267
18 19 153.86485
18 20 126.92842
18 21 160.46725
18 22 148.52585
18 23 159.86749
18 24 188.48204
19 20 150.19307
19 21 146.69501
19 22 181.72389
19 23 143.89850
19 24 174.76346
20 21 143.94437
20 22 121.75436
20 23 119.73065
20 24 163.10643
21 22 160.22333
21 23 144.08519
21 24 146.76599
22 23 160.31958
22 24 112.98396
23 24 179.10234
