100 10
0 1 105.56528
0 2 84.07375
0 3 91.41879
0 4 110.21884
0 5 101.76591
0 6 77.08698
0 7 124.36002
0 8 129.12665
0 9 61.19466
0 10 97.51317
0 11 89.69262
0 12 76.96431
0 13 111.12988
0 14 80.28254
0 15 135.00977
0 16 87.10398
0 17 95.95570
0 18 61.94589
0 19 105.59349
0 20 82.64722
0 21 82.93703
0 22 115.29013
0 23 125.40047
0 24 46.03188
0 25 43.18393
0 26 92.45790
0 27 100.05748
0 28 54.53830
0 29 88.11434
0 30 86.64448
0 31 46.12004
0 32 84.84056
0 33 148.80280
0 34 87.23259
0 35 90.89195
0 36 42.69249
0 37 105.80982
0 38 147.07440
0 39 112.49007
0 40 115.07220
0 41 92.97105
0 42 105.21071
0 43 73.25858
0 44 145.57175
0 45 89.17798
0 46 85.18692
0 47 124.79109
0 48 123.58616
0 49 85.84928
0 50 85.12909
0 51 107.41172
0 52 102.37621
0 53 75.78432
0 54 112.30171
0 55 76.92432
0 56 87.08633
0 57 110.97955
0 58 99.30907
0 59 80.87588
0 60 107.71108
0 61 92.50908
0 62 53.73853
0 63 88.08176
0 64 61.40119
0 65 98.04576
0 66 117.33183
0 67 113.18185
0 68 97.57363
0 69 123.29679
0 70 116.16122
0 71 87.21125
0 72 96.08984
0 73 96.25063
0 74 94.82234
0 75 84.27955
0 76 113.79495
0 77 100.33180
0 78 136.82971
0 79 72.42599
0 80 127.24514
0 81 105.53380
0 82 72.51273
0 83 102.52641
0 84 96.87634
0 85 137.57260
0 86 66.49425
0 87 106.24567
0 88 121.67878
0 89 96.32764
0 90 54.44917
0 91 43.83882
0 92 92.11698
0 93 133.07962
0 94 71.62434
0 95 40.94667
0 96 99.68403
0 97 62.48507
0 98 100.49475
0 99 137.12253
1 2 62.06361
1 3 91.86613
1 4 105.18946
1 5 135.84859
1 6 114.61372
1 7 91.84454
1 8 91.44581
1 9 106.02500
1 10 113.99706
1 11 51.96172
1 12 48.58102
1 13 30.17462
1 14 114.98633
1 15 71.29417
1 16 124.14805
1 17 123.09461
1 18 123.46906
1 19 58.28796
1 20 51.27143
1 21 79.45222
1 22 66.26242
1 23 91.61454
1 24 96.92182
1 25 104.74178
1 26 108.39896
1 27 91.74904
1 28 112.67136
1 29 80.10049
1 30 61.79638
1 31 120.76804
1 32 84.36163
1 33 100.79116
1 34 125.86250
1 35 93.84237
1 36 91.23060
1 37 66.13518
1 38 115.15278
1 39 89.56807
1 40 118.88766
1 41 110.47626
1 42 68.57031
1 43 99.60985
1 44 130.27400
1 45 99.10196
1 46 38.45700
1 47 113.16761
1 48 58.70297
1 49 83.34026
1 50 131.03760
1 51 112.60477
1 52 93.42327
1 53 118.33283
1 54 123.77785
1 55 65.22649
1 56 121.21233
1 57 53.23392
1 58 80.46272
1 59 92.05044
1 60 114.09317
1 61 95.73402
1 62 77.52361
1 63 59.88192
1 64 96.82362
1 65 115.73114
1 66 114.47097
1 67 90.94310
1 68 94.43959
1 69 97.26827
1 70 90.53636
1 71 124.23888
1 72 120.93221
1 73 81.58089
1 74 99.46861
1 75 92.62359
1 76 103.54827
1 77 22.19305
1 78 96.83429
1 79 86.27570
1 80 111.18024
1 81 65.72701
1 82 74.97183
1 83 89.54499
1 84 57.78617
1 85 92.72980
1 86 61.66273
1 87 88.30005
1 88 85.76475
1 89 87.77735
1 90 104.44836
1 91 108.56164
1 92 80.74136
1 93 76.27959
1 94 78.31859
1 95 99.02922
1 96 54.12548
1 97 106.56391
1 98 91.61555
1 99 109.45757
2 3 99.37907
2 4 89.46357
2 5 128.33789
2 6 129.93593
2 7 70.24998
2 8 111.23813
2 9 105.25802
2 10 103.52841
2 11 67.28670
2 12 47.55598
2 13 56.39723
2 14 81.61103
2 15 70.70812
2 16 106.85886
2 17 92.96058
2 18 121.06558
2 19 61.75498
2 20 32.38870
2 21 98.95592
2 22 88.18742
2 23 100.69818
2 24 76.12329
2 25 90.99786
2 26 109.82236
2 27 85.86723
2 28 106.76538
2 29 113.01805
2 30 66.39574
2 31 104.40229
2 32 91.74200
2 33 126.61852
2 34 92.73111
2 35 99.63843
2 36 59.31171
2 37 111.80932
2 38 131.29918
2 39 122.05351
2 40 88.78749
2 41 119.15080
2 42 91.35773
2 43 76.64066
2 44 156.33276
2 45 103.00460
2 46 67.91878
2 47 112.73244
2 48 100.06049
2 49 65.38430
2 50 138.01784
2 51 126.09812
2 52 82.08494
2 53 119.04326
2 54 121.22690
2 55 71.65991
2 56 82.86909
2 57 60.96014
2 58 70.07388
2 59 102.86578
2 60 109.85585
2 61 98.92843
2 62 39.68675
2 63 93.06076
2 64 88.71206
2 65 108.62459
2 66 126.64435
2 67 71.72502
2 68 107.64133
2 69 110.66102
2 70 131.04807
2 71 105.78240
2 72 128.10335
2 73 109.86235
2 74 67.86481
2 75 76.54639
2 76 114.94015
2 77 55.37275
2 78 120.32005
2 79 77.37038
2 80 131.63841
2 81 63.84229
2 82 62.80277
2 83 77.02593
2 84 82.03075
2 85 110.91549
2 86 64.16674
2 87 74.59917
2 88 101.80347
2 89 102.20042
2 90 82.42411
2 91 104.01541
2 92 70.52785
2 93 111.97691
2 94 73.46550
2 95 79.94500
2 96 90.02079
2 97 98.31945
2 98 104.01015
2 99 118.20018
3 4 89.96021
3 5 84.48125
3 6 88.32518
3 7 86.89384
3 8 69.56851
3 9 80.90822
3 10 107.16927
3 11 97.25231
3 12 65.68804
3 13 90.17587
3 14 74.65121
3 15 92.02389
3 16 52.19133
3 17 94.65784
3 18 96.73157
3 19 98.72990
3 20 84.90519
