50 15
0 1 141.84459
0 2 109.35585
0 3 124.07016
0 4 111.46636
0 5 98.30462
0 6 148.59209
0 7 66.27341
0 8 108.10345
0 9 144.34706
0 10 137.62883
0 11 146.89388
0 12 140.01692
0 13 128.31961
0 14 120.65804
0 15 120.47351
0 16 112.82911
0 17 108.94991
0 18 125.58313
0 19 109.57912
0 20 114.95424
0 21 78.46507
0 22 95.05342
0 23 89.95824
0 24 79.52937
0 25 142.92268
0 26 109.36626
0 27 96.58943
0 28 76.57053
0 29 55.35120
0 30 102.59653
0 31 104.59244
0 32 106.43551
0 33 86.32732
0 34 118.70499
0 35 106.63142
0 36 91.99393
0 37 73.46109
0 38 133.55568
0 39 140.16437
0 40 108.51547
0 41 145.10422
0 42 98.40575
0 43 113.46806
0 44 113.08828
0 45 110.89013
0 46 116.84650
0 47 107.91777
0 48 129.27322
0 49 121.79581
1 2 134.97311
1 3 144.03185
1 4 124.35216
1 5 134.27457
1 6 129.08333
1 7 167.43166
1 8 132.15869
1 9 80.09486
1 10 166.19707
1 11 125.33880
1 12 151.73032
1 13 97.56894
1 14 104.74570
1 15 108.99324
1 16 112.96877
1 17 103.27161
1 18 126.86852
1 19 152.23161
1 20 147.81787
1 21 112.69546
1 22 120.98689
1 23 101.95794
1 24 129.77307
1 25 47.90958
1 26 169.57912
1 27 127.21091
1 28 124.26455
1 29 166.77249
1 30 144.71346
1 31 134.00333
1 32 130.89977
1 33 156.23575
1 34 113.10183
1 35 169.18773
1 36 128.38945
1 37 142.41797
1 38 124.96735
1 39 98.59210
1 40 138.68944
1 41 104.03773
1 42 131.54155
1 43 166.10416
1 44 117.33068
1 45 152.08841
1 46 66.88910
1 47 126.83802
1 48 120.21281
1 49 113.32848
2 3 139.71101
2 4 106.01050
2 5 94.83493
2 6 75.65500
2 7 99.74261
2 8 83.15748
2 9 102.67411
2 10 69.73750
2 11 120.60011
2 12 85.94442
2 13 90.82780
2 14 104.56850
2 15 100.69440
2 16 98.61843
2 17 130.78435
2 18 72.90559
2 19 112.17070
2 20 90.44901
2 21 130.15285
2 22 101.99437
2 23 84.49546
2 24 77.68777
2 25 129.53912
2 26 108.09752
2 27 97.96259
2 28 132.04677
2 29 125.09258
2 30 127.07935
2 31 110.70256
2 32 130.19705
2 33 108.47232
2 34 32.52368
2 35 103.07339
2 36 113.66741
2 37 118.87642
2 38 84.66073
2 39 80.26569
2 40 114.49874
2 41 82.60909
2 42 125.48337
2 43 117.41805
2 44 98.63486
2 45 115.07943
2 46 113.76444
2 47 107.66924
2 48 79.91589
2 49 122.43661
3 4 143.78413
3 5 69.93694
3 6 146.36760
3 7 141.15428
3 8 110.08656
3 9 136.51193
3 10 135.66345
3 11 127.27001
3 12 116.94147
3 13 106.03630
3 14 160.76175
3 15 139.02361
3 16 94.24350
3 17 109.55347
3 18 139.89575
3 19 94.59707
3 20 123.75925
3 21 137.51372
3 22 78.17626
3 23 105.24066
3 24 131.18306
3 25 145.81461
3 26 144.56056
3 27 125.81346
3 28 92.92176
3 29 157.07704
3 30 126.95026
3 31 73.34410
3 32 85.60062
3 33 140.09679
3 34 143.24203
3 35 133.24310
3 36 156.62602
3 37 101.56598
3 38 111.39703
3 39 153.66595
3 40 142.97559
3 41 158.38521
3 42 121.73281
3 43 138.71498
3 44 156.69505
3 45 94.70388
3 46 106.95198
3 47 124.89538
3 48 134.42609
3 49 113.54106
4 5 135.65823
4 6 145.99019
4 7 137.16273
4 8 54.09982
4 9 130.47314
4 10 149.93523
4 11 112.77032
4 12 111.16534
4 13 117.19759
4 14 101.74486
4 15 155.17000
4 16 128.98508
4 17 153.29579
4 18 138.87402
4 19 129.49379
4 20 100.97286
4 21 114.48381
4 22 138.39461
4 23 94.48040
4 24 95.62651
4 25 133.12770
4 26 142.95686
4 27 106.20181
4 28 109.91717
4 29 143.14473
4 30 75.77415
4 31 125.83625
4 32 128.52176
4 33 168.62219
4 34 105.59548
4 35 153.96472
4 36 120.59427
4 37 100.02741
4 38 155.56856
4 39 122.53345
4 40 120.78277
4 41 99.62365
4 42 165.62590
4 43 119.48904
4 44 79.05666
4 45 113.16952
4 46 137.74057
4 47 42.16294
4 48 135.08163
4 49 156.37779
5 6 120.66863
5 7 103.21259
5 8 100.26528
5 9 104.67733
5 10 90.43945
5 11 107.78656
5 12 94.30383
5 13 69.46227
5 14 128.21826
5 15 109.77860
5 16 70.08737
5 17 99.87624
5 18 113.50196
5 19 93.70172
5 20 109.30936
5 21 121.30975
5 22 32.29280
5 23 95.02532
5 24 111.30484
5 25 127.34620
5 26 122.89685
5 27 108.51611
5 28 94.22384
5 29 127.99554
5 30 119.16275
5 31 86.51649
5 32 85.77999
5 33 104.46686
5 34 104.35673
