25 2
0 1 172.90816
0 2 216.45317
0 3 193.78781
0 4 152.38985
0 5 178.67398
0 6 197.40070
0 7 152.90239
0 8 214.01813
0 9 149.57190
0 10 182.56450
0 11 166.80704
0 12 174.66129
0 13 167.43671
0 14 201.80354
0 15 162.15675
0 16 188.11897
0 17 184.44392
0 18 186.57149
0 19 139.01225
0 20 182.04233
0 21 162.45889
0 22 201.33569
0 23 193.93491
0 24 134.64674
1 2 224.01820
1 3 233.24866
1 4 205.51950
1 5 183.62320
1 6 132.18353
1 7 202.15997
1 8 197.07011
1 9 176.56197
1 10 200.25710
1 11 154.14474
1 12 220.19193
1 13 207.93628
1 14 178.28746
1 15 186.43533
1 16 236.41415
1 17 179.58922
1 18 198.73386
1 19 206.89021
1 20 189.67216
1 21 222.31833
1 22 214.79019
1 23 204.25354
1 24 174.56555
2 3 244.58276
2 4 201.01935
2 5 152.39920
2 6 208.40236
2 7 222.96460
2 8 218.55577
2 9 197.68915
2 10 196.79892
2 11 214.62128
2 12 192.35718
2 13 225.97502
2 14 185.78125
2 15 183.41473
2 16 168.01834
2 17 177.89204
2 18 212.80896
2 19 209.81827
2 20 201.13324
2 21 200.25185
2 22 158.54143
2 23 190.42712
2 24 214.19620
3 4 197.69131
3 5 194.52339
3 6 221.88210
3 7 209.97311
3 8 228.34537
3 9 183.41010
3 10 172.87395
3 11 229.17194
3 12 218.16739
3 13 187.09470
3 14 185.18167
3 15 239.79420
3 16 185.89598
3 17 227.64333
3 18 192.92377
3 19 182.37567
3 20 186.28160
3 21 195.08168
3 22 228.35095
3 23 195.34149
3 24 139.04561
4 5 196.20601
4 6 214.88678
4 7 197.85789
4 8 222.65704
4 9 147.37277
4 10 155.36923
4 11 194.99136
4 12 189.37932
4 13 210.57195
4 14 180.39587
4 15 156.94646
4 16 140.77420
4 17 183.29291
4 18 200.32553
4 19 124.35651
4 20 203.61386
4 21 180.60750
4 22 201.17203
4 23 245.61133
4 24 182.26353
5 6 186.46806
5 7 174.06523
5 8 202.17136
5 9 161.89662
5 10 190.10600
5 11 184.64702
5 12 191.24249
5 13 191.82013
5 14 129.88353
5 15 171.56233
5 16 167.64558
5 17 134.90080
5 18 209.60648
5 19 190.82872
5 20 174.84921
5 21 193.32892
5 22 168.28082
5 23 144.19650
5 24 154.92924
6 7 212.42474
6 8 161.27545
6 9 199.64175
6 10 180.70184
6 11 184.42897
6 12 197.30873
6 13 173.60506
6 14 183.88509
6 15 191.32137
6 16 206.64250
6 17 172.29370
6 18 151.20113
6 19 201.40862
6 20 185.75644
6 21 184.72289
6 22 183.26198
6 23 187.99174
6 24 178.13713
7 8 214.96117
7 9 181.45868
7 10 192.41335
7 11 221.66995
7 12 187.11456
7 13 205.67062
7 14 177.54630
7 15 192.42606
7 16 188.38533
7 17 164.47362
7 18 218.04240
7 19 179.46605
7 20 203.78023
7 21 161.63864
7 22 209.98262
7 23 180.16107
7 24 165.58443
8 9 250.70688
8 10 224.96239
8 11 221.77003
8 12 214.45897
8 13 254.72150
8 14 207.59906
8 15 183.58109
8 16 218.61166
8 17 206.57072
8 18 170.42419
8 19 196.17467
8 20 197.87758
8 21 224.89006
8 22 224.73564
8 23 184.20166
8 24 161.67186
9 10 161.46458
9 11 126.31751
9 12 189.41832
9 13 193.72354
9 14 180.26245
9 15 203.22852
9 16 181.68756
9 17 168.77516
9 18 194.12123
9 19 177.12180
9 20 205.23006
9 21 180.78551
9 22 181.91223
9 23 186.23758
9 24 165.38998
10 11 205.25162
10 12 197.72186
10 13 137.25702
10 14 174.63287
10 15 208.57858
10 16 179.22682
10 17 225.47064
10 18 199.40302
10 19 155.39200
10 20 186.26598
10 21 150.93405
10 22 198.02530
10 23 214.59314
10 24 189.76077
11 12 195.95134
11 13 226.53264
11 14 209.32477
11 15 198.52620
11 16 233.72482
11 17 194.32361
11 18 190.14595
11 19 188.30270
11 20 194.53419
11 21 222.86700
11 22 185.92943
11 23 191.96631
11 24 176.49237
12 13 211.33699
12 14 195.64600
12 15 141.40642
12 16 176.09372
12 17 197.73549
12 18 221.37271
12 19 197.26122
12 20 198.26828
12 21 211.36603
12 22 158.54889
12 23 200.82748
12 24 198.11833
13 14 201.22902
13 15 210.83330
13 16 208.10602
13 17 220.39346
13 18 208.99673
13 19 195.16838
13 20 184.08105
13 21 146.76219
13 22 221.25072
13 23 223.73820
13 24 193.36034
14 15 197.99788
14 16 146.92322
14 17 158.58937
14 18 202.62161
14 19 195.98848
14 20 181.89822
14 21 181.97432
14 22 170.50664
14 23 165.58418
14 24 157.42001
15 16 178.68161
15 17 167.55070
15 18 216.77116
15 19 184.36568
15 20 190.21518
15 21 226.39127
15 22 203.98294
15 23 233.07397
15 24 200.33359
16 17 160.30138
16 18 197.54147
16 19 169.82307
16 20 222.25787
16 21 169.26627
16 22 176.75592
16 23 196.05304
16 24 181.09807
17 18 174.62611
17 19 199.97688
17 20 212.61951
17 21 196.96954
17 22 170.89690
17 23 179.16020
17 24 176.31152
18 19 198.95238
18 20 192.34258
18 21 197.04187
18 22 193.08899
18 23 173.42630
18 24 155.46425
19 20 174.19960
19 21 139.39032
19 22 207.80255
19 23 229.06757
19 24 162.12842
20 21 178.07834
20 22 224.07704
20 23 195.67523
20 24 142.97371
21 22 206.60938
21 23 195.72528
21 24 160.51682
22 23 182.23608
22 24 201.78578
23 24 124.88759
