125 37
0 1 76.96420
0 2 103.14025
0 3 76.64240
0 4 118.07736
0 5 106.25508
0 6 132.89201
0 7 71.14468
0 8 104.25146
0 9 121.38216
0 10 116.51694
0 11 89.96757
0 12 138.08029
0 13 109.10477
0 14 98.27901
0 15 135.88719
0 16 75.48263
0 17 104.45190
0 18 89.49209
0 19 121.00698
0 20 131.98798
0 21 100.45537
0 22 87.02758
0 23 84.68761
0 24 87.93006
0 25 111.27116
0 26 82.41003
0 27 105.16525
0 28 100.24109
0 29 121.75883
0 30 120.55382
0 31 144.72363
0 32 85.92596
0 33 108.43460
0 34 85.52338
0 35 114.96767
0 36 67.25230
0 37 121.78865
0 38 115.46918
0 39 153.64018
0 40 126.58098
0 41 100.83506
0 42 120.84169
0 43 112.45176
0 44 141.65793
0 45 102.83716
0 46 97.65257
0 47 83.94894
0 48 84.67441
0 49 76.25533
0 50 109.76137
0 51 74.51680
0 52 109.24426
0 53 100.79305
0 54 102.71176
0 55 133.50092
0 56 90.98328
0 57 122.14966
0 58 94.70132
0 59 88.47424
0 60 58.15295
0 61 127.92968
0 62 95.15369
0 63 109.74093
0 64 60.51199
0 65 80.65894
0 66 88.76360
0 67 104.55364
0 68 73.13905
0 69 132.16386
0 70 96.40827
0 71 90.29180
0 72 146.95972
0 73 136.93896
0 74 82.48909
0 75 71.79140
0 76 96.51270
0 77 101.16180
0 78 78.43692
0 79 50.33535
0 80 74.18394
0 81 104.69742
0 82 122.13294
0 83 97.79841
0 84 105.18075
0 85 125.02757
0 86 105.20969
0 87 106.29647
0 88 137.80360
0 89 118.05839
0 90 112.68419
0 91 92.72672
0 92 67.80022
0 93 99.15971
0 94 136.64102
0 95 160.20346
0 96 123.90765
0 97 120.02731
0 98 134.57452
0 99 77.13805
0 100 144.60587
0 101 130.05592
0 102 127.93995
0 103 107.45493
0 104 81.09158
0 105 130.07979
0 106 86.38014
0 107 110.46030
0 108 84.82931
0 109 125.77136
0 110 117.34734
0 111 74.47903
0 112 103.63226
0 113 145.07004
0 114 73.23927
0 115 35.40170
0 116 97.17023
0 117 103.01203
0 118 97.73676
0 119 74.08260
0 120 80.39845
0 121 96.09374
0 122 90.18170
0 123 117.44806
0 124 95.99660
1 2 109.35934
1 3 57.33716
1 4 144.04922
