125 12
0 1 92.27602
0 2 72.05805
0 3 88.82385
0 4 99.62251
0 5 82.90881
0 6 55.32909
0 7 71.57758
0 8 56.59182
0 9 89.58314
0 10 88.16132
0 11 92.61289
0 12 65.26307
0 13 89.38755
0 14 50.74691
0 15 87.16647
0 16 51.50497
0 17 62.78598
0 18 106.79675
0 19 59.19963
0 20 47.01917
0 21 59.43859
0 22 45.02590
0 23 45.17727
0 24 89.02702
0 25 95.48399
0 26 82.67023
0 27 78.61933
0 28 53.91008
0 29 130.98184
0 30 101.89605
0 31 80.23958
0 32 60.42039
0 33 76.01096
0 34 101.17442
0 35 76.96171
0 36 41.65112
0 37 60.34871
0 38 78.20512
0 39 91.38496
0 40 68.35017
0 41 73.11118
0 42 117.40559
0 43 69.38551
0 44 99.03497
0 45 75.86237
0 46 84.88922
0 47 81.78169
0 48 95.80908
0 49 80.04206
0 50 50.87915
0 51 68.16473
0 52 59.54958
0 53 72.33102
0 54 100.16789
0 55 46.80976
0 56 97.40720
0 57 87.41632
0 58 74.70772
0 59 63.91658
0 60 108.10998
0 61 73.17081
0 62 82.97729
0 63 66.46037
0 64 111.14906
0 65 76.74815
0 66 94.28702
0 67 99.72030
0 68 67.77418
0 69 52.53982
0 70 41.49567
0 71 95.63113
0 72 117.20184
0 73 62.41712
0 74 59.66836
0 75 109.48502
0 76 112.82069
0 77 82.94973
0 78 107.69712
0 79 92.67152
0 80 58.66450
0 81 82.45039
0 82 105.55644
0 83 118.33045
0 84 50.27976
0 85 81.49060
0 86 86.65865
0 87 58.51675
0 88 87.97851
0 89 82.74008
0 90 98.47781
0 91 83.01111
0 92 78.18720
0 93 106.48115
0 94 86.28188
0 95 70.64626
0 96 123.76389
0 97 60.41122
0 98 112.74479
0 99 111.42558
0 100 106.11821
0 101 86.98951
0 102 100.52982
0 103 94.45554
0 104 64.44794
0 105 90.24139
0 106 59.56640
0 107 82.35126
0 108 58.21345
0 109 89.77979
0 110 38.08879
0 111 96.04363
0 112 98.73632
0 113 71.97838
0 114 82.56580
0 115 48.12997
0 116 91.28408
0 117 67.18917
0 118 93.93297
0 119 95.61749
0 120 86.75681
0 121 82.50416
0 122 62.75145
0 123 91.54533
0 124 64.93689
1 2 69.49271
1 3 62.42781
1 4 72.14215
1 5 77.57435
1 6 51.86422
1 7 67.23377
1 8 107.69867
1 9 54.32223
1 10 92.67893
1 11 97.93246
1 12 45.69435
1 13 37.73346
1 14 81.66763
1 15 61.99944
1 16 125.82825
1 17 51.82008
1 18 52.32079
1 19 55.63815
1 20 67.46853
1 21 114.91653
1 22 98.14668
1 23 56.77616
1 24 97.08303
1 25 41.49599
1 26 83.80449
1 27 113.11028
1 28 75.22020
1 29 76.63256
1 30 91.33202
1 31 86.57866
1 32 92.32687
1 33 102.40651
1 34 59.54583
1 35 88.20139
1 36 97.73570
1 37 99.76203
1 38 54.20646
1 39 30.09692
1 40 85.48067
1 41 87.78274
1 42 40.85855
1 43 102.13802
1 44 95.00938
1 45 118.09505
1 46 84.25266
1 47 106.31159
1 48 110.60876
1 49 60.85965
1 50 115.07452
1 51 85.99647
1 52 97.94656
1 53 85.23455
1 54 111.68541
1 55 91.83051
1 56 71.09035
1 57 48.46675
1 58 72.88790
1 59 92.82119
1 60 62.43053
1 61 90.29458
1 62 61.30736
1 63 89.53902
1 64 70.72946
1 65 73.20128
1 66 75.78498
1 67 71.18844
1 68 100.18421
1 69 77.61669
1 70 105.48667
1 71 81.30074
1 72 62.00304
1 73 85.78905
1 74 63.55622
1 75 92.63548
1 76 81.26437
1 77 71.05601
1 78 83.71645
1 79 73.75811
1 80 91.96824
1 81 78.67106
1 82 100.49541
1 83 116.99213
1 84 107.14688
1 85 59.76103
1 86 77.85037
1 87 82.32207
1 88 88.32924
1 89 85.64228
1 90 73.42746
1 91 81.08035
1 92 63.56935
1 93 69.56672
1 94 59.54218
1 95 78.85164
1 96 80.52275
1 97 85.87626
1 98 87.42993
1 99 80.70941
1 100 90.51381
1 101 85.34328
1 102 66.89543
1 103 66.17385
1 104 104.27900
1 105 16.81303
1 106 67.37275
1 107 53.66574
1 108 63.96294
1 109 39.71027
1 110 96.32496
1 111 102.99334
1 112 28.20376
1 113 84.93899
1 114 80.07671
1 115 87.35970
1 116 35.57858
1 117 116.69584
1 118 90.09153
1 119 81.12679
1 120 35.09143
1 121 74.46561
1 122 118.86462
1 123 86.64414
1 124 48.10209
2 3 54.66329
2 4 57.93032
2 5 79.52402
2 6 46.12526
2 7 43.82597
2 8 68.26351
2 9 65.37221
2 10 62.22629
2 11 88.22805
2 12 58.57152
2 13 55.89473
2 14 74.27420
2 15 42.35633
2 16 87.03411
2 17 77.83289
2 18 64.03669
2 19 29.49885
2 20 62.57425
2 21 98.26821
2 22 71.87617
2 23 52.15577
2 24 37.77865
2 25 85.68569
2 26 108.22296
2 27 72.61330
2 28 46.59916
2 29 74.85056
2 30 82.59651
2 31 72.43001
2 32 76.97777
2 33 123.61106
2 34 49.95855
2 35 43.17027
2 36 98.39979
2 37 44.06584
2 38 64.73881
2 39 78.48750
2 40 82.50582
2 41 66.69984
2 42 73.00575
2 43 108.97240
2 44 75.93036
2 45 72.15451
2 46 64.07304
2 47 87.55553
2 48 55.07946
2 49 91.95025
2 50 79.66315
2 51 82.56533
2 52 70.08923
2 53 80.14140
2 54 58.67485
2 55 75.54607
2 56 62.63362
2 57 89.53502
2 58 74.23181
2 59 65.72301
2 60 43.64680
2 61 49.83340
2 62 73.19313
2 63 49.71979
2 64 73.27573
2 65 105.96397
2 66 71.54621
2 67 79.50972
2 68 63.91864
2 69 28.81272
2 70 78.91264
2 71 81.36044
2 72 72.47918
2 73 65.54263
2 74 48.78397
2 75 86.23144
2 76 89.21030
2 77 61.30972
2 78 61.55750
2 79 49.02195
2 80 86.74619
2 81 73.33201
2 82 46.86917
2 83 81.11004
2 84 70.70647
2 85 67.78772
2 86 44.04902
2 87 77.21425
2 88 87.59602
2 89 41.73398
2 90 86.59590
2 91 55.72141
