125 12
0 1 145.80943
0 2 141.37761
0 3 159.77821
0 4 152.95422
0 5 177.15131
0 6 135.07063
0 7 151.65292
0 8 152.89769
0 9 136.92003
0 10 133.83990
0 11 140.05321
0 12 145.75243
0 13 135.38123
0 14 114.66693
0 15 170.85791
0 16 179.41115
0 17 118.39730
0 18 162.22377
0 19 142.86882
0 20 177.61580
0 21 133.42773
0 22 167.92781
0 23 156.82082
0 24 161.87091
0 25 138.31055
0 26 168.05557
0 27 117.54482
0 28 131.78423
0 29 147.57364
0 30 152.49445
0 31 126.56342
0 32 154.79202
0 33 163.74020
0 34 170.18204
0 35 162.82513
0 36 179.28456
0 37 147.98891
0 38 185.65892
0 39 160.21065
0 40 172.47844
0 41 136.47343
0 42 150.36736
0 43 169.96216
0 44 142.31931
0 45 186.85840
0 46 127.88140
0 47 119.29281
0 48 173.67595
0 49 146.36900
0 50 170.55284
0 51 137.43227
0 52 161.83484
0 53 125.96284
0 54 158.33504
0 55 126.76730
0 56 147.39314
0 57 101.79586
0 58 141.53737
0 59 165.76703
0 60 153.18842
0 61 142.66510
0 62 129.95737
0 63 175.88832
0 64 123.94794
0 65 159.07295
0 66 156.08591
0 67 145.34209
0 68 154.01903
0 69 149.23271
0 70 146.04738
0 71 203.52675
0 72 125.78625
0 73 154.28441
0 74 145.38390
0 75 147.66917
0 76 161.63490
0 77 148.72021
0 78 157.52893
0 79 158.77219
0 80 143.36568
0 81 143.39072
0 82 154.78914
0 83 141.29381
0 84 155.02022
0 85 178.85176
0 86 121.67339
0 87 126.60892
0 88 156.08780
0 89 184.12341
0 90 145.47978
0 91 116.03355
0 92 143.39140
0 93 166.09767
0 94 152.99477
0 95 117.14671
0 96 121.50540
0 97 148.18469
0 98 116.22858
0 99 150.02289
0 100 167.74712
0 101 117.71380
0 102 154.63370
0 103 160.81703
0 104 173.75583
0 105 148.04431
0 106 137.20509
0 107 136.87650
0 108 143.59250
0 109 129.22870
0 110 184.90445
0 111 146.46748
0 112 136.71596
0 113 115.30833
0 114 189.11351
0 115 165.59924
0 116 158.72679
