25 7
0 1 68.67940
0 2 77.59229
0 3 19.43682
0 4 70.79190
0 5 71.20918
0 6 73.98228
0 7 97.08513
0 8 88.69927
0 9 52.22712
0 10 50.81510
0 11 44.86378
0 12 48.67624
0 13 54.06094
0 14 67.15353
0 15 47.81196
0 16 62.51396
0 17 44.07480
0 18 44.39996
0 19 53.86055
0 20 46.61037
0 21 95.48499
0 22 43.60148
0 23 36.21405
0 24 51.82182
1 2 61.13646
1 3 60.16761
1 4 73.82771
1 5 77.77495
1 6 26.91484
1 7 40.91368
1 8 72.99113
1 9 88.47054
1 10 96.83033
1 11 62.76508
1 12 42.32209
1 13 53.70692
1 14 22.78706
1 15 62.38979
1 16 81.03806
1 17 59.20446
1 18 91.56074
1 19 66.72558
1 20 75.90975
1 21 57.39316
1 22 70.17638
1 23 89.42493
1 24 44.44827
2 3 82.78462
2 4 24.93075
2 5 25.72946
2 6 37.71768
2 7 76.07924
2 8 21.19366
2 9 75.35528
2 10 79.17466
2 11 53.80019
2 12 46.16118
2 13 45.60875
2 14 39.95424
2 15 33.20198
2 16 37.44999
2 17 97.18867
2 18 65.52311
2 19 30.67418
2 20 44.87331
2 21 37.74948
2 22 76.95577
2 23 70.81808
2 24 88.71069
3 4 81.44652
3 5 80.39201
3 6 72.02773
3 7 92.66505
3 8 92.67648
3 9 68.83588
3 10 59.14909
3 11 45.65047
3 12 53.47053
3 13 62.25824
3 14 64.89075
3 15 56.53612
3 16 73.17667
3 17 24.77514
3 18 60.34492
3 19 64.76990
3 20 60.55975
3 21 98.35165
3 22 54.35995
3 23 51.97852
3 24 43.11056
4 5 22.51367
4 6 52.64231
4 7 85.68665
4 8 40.24841
4 9 55.51844
4 10 74.07100
4 11 58.37596
4 12 43.19629
4 13 36.90709
4 14 52.55313
4 15 29.20596
4 16 29.89647
4 17 100.57117
4 18 51.59150
4 19 17.56883
4 20 29.87610
4 21 48.42320
4 22 64.33739
4 23 58.82110
4 24 89.61588
5 6 59.00914
5 7 97.91971
5 8 28.20100
5 9 69.43462
5 10 60.32197
5 11 46.01041
5 12 55.23341
5 13 53.01586
5 14 58.82033
5 15 24.13120
5 16 13.83357
5 17 98.85142
5 18 45.83882
5 19 22.92058
5 20 29.79002
5 21 61.63408
5 22 77.83734
5 23 53.15244
5 24 97.21228
6 7 41.73619
6 8 52.19735
6 9 80.62601
6 10 94.31951
6 11 61.08038
6 12 34.53873
6 13 41.59803
6 14 7.39076
6 15 50.23629
6 16 65.88869
6 17 78.77710
6 18 83.71218
6 19 50.90905
6 20 63.83802
6 21 32.16171
6 22 69.16266
6 23 84.77883
6 24 62.19645
7 8 92.11856
7 9 97.33440
7 10 130.20018
7 11 98.17465
7 12 56.09135
7 13 61.61200
7 14 42.68722
7 15 87.38364
7 16 104.42619
7 17 93.29753
7 18 116.99185
7 19 85.47285
7 20 97.37070
7 21 49.56849
7 22 78.81702
7 23 116.88979
7 24 61.55970
8 9 92.46499
8 10 78.63198
8 11 54.87848
8 12 65.08182
8 13 65.74426
8 14 54.92108
8 15 42.73371
8 16 39.74520
8 17 105.79898
8 18 71.60795
8 19 44.48669
8 20 55.26886
8 21 54.00581
8 22 95.47182
8 23 77.16761
8 24 104.16685
9 10 80.10766
9 11 77.35159
9 12 47.40904
9 13 39.72089
9 14 76.13615
9 15 56.18139
9 16 64.72718
9 17 91.08442
9 18 51.38397
9 19 48.57302
9 20 43.98367
9 21 84.20706
9 22 27.03685
9 23 52.98281
9 24 74.11738
10 11 36.47773
10 12 79.76926
10 13 82.49750
10 14 89.90559
10 15 49.44217
10 16 47.44345
10 17 77.84620
10 18 31.92489
10 19 59.27001
10 20 47.95586
10 21 112.04259
10 22 85.82880
10 23 27.46809
10 24 98.24945
11 12 55.72146
11 13 62.12278
11 14 56.94278
11 15 29.95172
11 16 39.40261
11 17 60.07053
11 18 44.28286
11 19 43.55296
11 20 41.60368
11 21 83.44964
11 22 74.68304
11 23 41.59014
11 24 75.51804
12 13 12.46486
12 14 29.24361
12 15 38.12189
12 16 56.52909
12 17 68.30624
12 18 61.86337
12 19 35.40171
12 20 43.48858
12 21 49.01975
12 22 35.25595
12 23 62.07808
12 24 47.24966
13 14 37.88494
13 15 39.28878
13 16 54.84003
13 17 79.14573
13 18 60.31378
13 19 32.28042
13 20 40.63737
13 21 47.60611
13 22 33.33686
13 23 62.21194
13 24 56.97864
14 15 47.11576
14 16 64.25083
14 17 71.90916
14 18 79.51408
14 19 48.54559
14 20 60.42759
14 21 37.65971
14 22 63.45876
14 23 79.87900
14 24 55.47493
15 16 20.30992
15 17 75.79385
15 18 34.98985
15 19 13.63588
15 20 17.58525
15 21 62.97310
15 22 59.08308
15 23 38.32938
15 24 75.16166
16 17 93.19662
16 18 32.85079
16 19 22.64959
16 20 21.59364
16 21 72.43439
16 22 74.38149
16 23 40.27944
16 24 95.25489
17 18 84.02756
17 19 84.87141
17 20 83.00764
17 21 108.66599
17 22 72.35214
17 23 75.64646
17 24 41.96860
18 19 37.92384
18 20 22.89573
18 21 94.77483
18 22 63.67017
18 23 10.69537
18 24 90.20681
19 20 15.30400
19 21 56.99847
19 22 54.91956
19 23 43.40034
19 24 78.11987
20 21 72.07204
20 22 54.01193
20 23 29.05210
20 24 80.76012
21 22 79.43044
21 23 98.99366
21 24 86.34554
22 23 61.79038
22 24 48.41359
23 24 84.86499
