150 45
0 1 148.35486
0 2 108.51186
0 3 112.00338
0 4 161.76901
0 5 158.31442
0 6 151.65898
0 7 185.98116
0 8 119.63005
0 9 155.21355
0 10 107.90620
0 11 135.95331
0 12 98.34483
0 13 158.39934
0 14 124.13793
0 15 131.90733
0 16 153.95854
0 17 157.08632
0 18 121.14901
0 19 157.98630
0 20 116.89651
0 21 116.48016
0 22 146.56178
0 23 177.14188
0 24 147.09416
0 25 187.97659
0 26 103.76818
0 27 164.33000
0 28 140.86890
0 29 137.42093
0 30 115.66592
0 31 136.82057
0 32 121.90997
0 33 98.71937
0 34 174.93320
0 35 124.79042
0 36 131.15739
0 37 97.57016
0 38 148.16290
0 39 119.71173
0 40 147.72740
0 41 150.16084
0 42 162.46448
0 43 115.76392
0 44 143.15271
0 45 151.21234
0 46 135.09521
0 47 156.03641
0 48 141.22751
0 49 170.57515
0 50 158.81949
0 51 123.50243
0 52 85.49205
0 53 97.30175
0 54 150.89896
0 55 159.38844
0 56 60.90391
0 57 192.71161
0 58 135.82408
0 59 149.27817
0 60 148.12570
0 61 132.46948
0 62 103.19492
0 63 159.17381
0 64 132.04416
0 65 140.97208
0 66 170.38242
0 67 131.52257
0 68 174.63895
0 69 148.13434
0 70 124.55492
0 71 148.91815
0 72 154.70244
0 73 142.23383
0 74 119.37704
0 75 133.51933
0 76 153.92140
0 77 105.08405
0 78 145.94107
0 79 171.34799
0 80 167.82553
0 81 102.95207
0 82 135.47641
0 83 157.35196
0 84 155.47998
0 85 166.85390
0 86 108.65083
0 87 159.94147
0 88 97.41151
0 89 158.32344
0 90 133.45511
0 91 98.19155
0 92 139.10783
0 93 164.72066
0 94 119.57792
0 95 209.43626
0 96 177.14293
0 97 118.99953
0 98 128.41672
0 99 134.28194
0 100 157.89395
0 101 138.26900
0 102 127.21700
0 103 95.40984
0 104 134.87344
0 105 108.24507
0 106 124.10477
0 107 110.18238
0 108 160.96353
0 109 145.52187
0 110 156.67792
0 111 152.54295
0 112 151.02852
0 113 148.36894
0 114 138.61891
0 115 115.65690
0 116 160.47549
0 117 122.26708
0 118 151.09093
0 119 156.24110
0 120 104.07182
0 121 115.38184
0 122 151.63925
0 123 116.65524
0 124 135.00064
0 125 165.57845
0 126 150.72386
0 127 120.61866
0 128 112.18172
0 129 136.87106
0 130 140.60489
0 131 159.89752
0 132 141.10895
0 133 125.65050
0 134 103.42599
0 135 87.47019
0 136 157.68158
0 137 141.89799
0 138 106.66244
0 139 182.60004
0 140 106.33036
0 141 169.06682
0 142 157.44049
0 143 159.62469
0 144 151.24319
0 145 105.03489
0 146 153.58920
0 147 111.21890
0 148 137.81445
0 149 111.27253
1 2 107.23417
1 3 169.35941
1 4 160.07890
1 5 133.32806
1 6 122.11375
1 7 159.17308
1 8 155.16357
1 9 190.45340
1 10 151.44914
1 11 163.42537
1 12 136.89766
1 13 124.54182
1 14 122.47849
1 15 156.08202
1 16 150.54079
1 17 111.48392
1 18 125.50093
1 19 177.66818
1 20 165.24123
1 21 150.84181
1 22 111.78989
1 23 143.55823
1 24 173.38051
1 25 150.22606
1 26 178.42203
1 27 164.01295
1 28 122.45418
1 29 115.23138
1 30 142.67729
1 31 104.55159
1 32 133.03523
1 33 157.33195
1 34 119.36259
1 35 149.44171
1 36 138.95631
1 37 124.82027
1 38 159.39012
1 39 175.05164
1 40 157.72514
1 41 168.27258
1 42 165.09805
1 43 127.57079
1 44 151.58653
1 45 167.83000
1 46 194.23000
1 47 150.45012
1 48 126.15018
1 49 181.66064
1 50 203.96678
1 51 136.61243
1 52 116.59190
1 53 126.06225
1 54 171.65237
1 55 172.44803
1 56 142.33339
1 57 143.13170
1 58 172.11342
1 59 200.15918
1 60 179.64153
1 61 156.71207
1 62 117.04580
1 63 155.50127
1 64 169.31029
1 65 141.02524
1 66 154.53687
1 67 166.68867
1 68 165.66608
1 69 120.02084
1 70 149.42360
1 71 162.20625
1 72 128.36371
1 73 164.87292
1 74 187.20325
1 75 185.60168
1 76 136.20494
1 77 158.87526
1 78 181.56841
1 79 137.04907
1 80 171.17206
1 81 108.63914
1 82 200.58609
1 83 132.94678
1 84 162.82066
1 85 131.27022
1 86 157.01297
1 87 151.41840
1 88 160.12309
1 89 155.68034
1 90 121.58223
1 91 166.69167
1 92 127.18640
1 93 181.49078
1 94 190.59404
1 95 140.85451
1 96 169.22327
1 97 161.19435
1 98 146.97928
1 99 152.68777
1 100 155.51866
1 101 135.36162
1 102 150.39346
1 103 132.50224
1 104 149.63173
1 105 137.16785
1 106 185.57466
1 107 129.19196
1 108 187.17784
1 109 175.99445
1 110 159.97063
1 111 152.68697
1 112 152.59538
1 113 161.40807
1 114 124.03082
1 115 162.80127
1 116 171.92961
1 117 71.86270
1 118 176.65802
1 119 139.57628
1 120 157.38982
1 121 182.51189
1 122 177.95409
1 123 148.06920
1 124 144.23199
1 125 109.71030
1 126 114.83953
1 127 165.14349
1 128 151.19142
1 129 127.04456
1 130 156.60616
1 131 153.32513
1 132 154.02293
1 133 190.95871
1 134 110.46489
1 135 141.91011
1 136 190.55653
1 137 193.38292
1 138 151.37584
1 139 158.45438
1 140 113.23656
1 141 139.07713
1 142 124.73370
1 143 210.02274
1 144 188.40176
1 145 148.84915
1 146 163.20055
1 147 164.22348
1 148 137.61467
1 149 149.00545
2 3 146.63164
2 4 149.96086
2 5 135.60576
2 6 119.83533
2 7 134.13824
2 8 133.03096
2 9 123.21112
2 10 109.25934
2 11 149.86560
2 12 68.47604
2 13 133.17641
2 14 133.31827
2 15 132.90941
2 16 95.20662
2 17 119.36300
2 18 113.23340
2 19 132.01859
2 20 149.02348
2 21 115.43465
2 22 104.60793
2 23 154.98103
2 24 138.56833
2 25 128.39532
2 26 111.92790
2 27 161.55368
2 28 149.11040
2 29 109.86390
2 30 137.92693
2 31 87.82140
2 32 91.97221
2 33 114.15202
2 34 158.15828
2 35 122.39318
2 36 102.71355
2 37 84.13852
2 38 108.21151
2 39 151.55621
2 40 125.89729
2 41 152.37271
2 42 139.25174
2 43 97.52810
2 44 102.62054
2 45 123.17499
2 46 151.51105
2 47 142.56993
2 48 126.19532
2 49 127.66381
2 50 167.47327
2 51 91.69052
2 52 117.41714
2 53 98.68439
2 54 156.10352
2 55 108.68201
2 56 106.61121
2 57 124.92879
2 58 126.59466
2 59 130.99387
2 60 125.46808
2 61 133.12173
2 62 80.34343
2 63 148.68471
2 64 126.88208
2 65 138.22452
2 66 145.86888
2 67 109.58402
2 68 143.93907
2 69 122.29986
2 70 128.95474
2 71 136.87856
2 72 112.55410
2 73 97.15533
2 74 128.93500
2 75 125.55625
2 76 132.11440
2 77 103.04080
2 78 166.05824
2 79 115.48261
2 80 108.61852
2 81 90.30301
2 82 175.09067
2 83 148.70808
2 84 125.38802
2 85 154.57500
2 86 117.80595
2 87 122.15022
2 88 117.47559
2 89 160.45049
2 90 104.97079
2 91 120.20024
2 92 89.80538
2 93 146.22314
2 94 134.13466
2 95 146.89461
2 96 151.47516
2 97 116.44803
2 98 113.47911
2 99 116.72348
2 100 135.97354
2 101 135.92349
2 102 121.87933
2 103 117.02309
2 104 112.44254
2 105 72.81847
2 106 126.61796
2 107 137.04901
2 108 158.24478
2 109 128.89233
2 110 159.90303
2 111 147.85226
2 112 136.07297
2 113 146.43526
2 114 111.52789
2 115 121.12125
2 116 141.58441
2 117 98.23862
2 118 138.61427
2 119 112.56026
2 120 116.95963
2 121 126.41763
2 122 143.83797
2 123 131.25441
2 124 124.39714
2 125 110.86994
2 126 125.44643
2 127 105.61822
2 128 114.64958
2 129 148.67638
2 130 128.63780
2 131 154.52209
2 132 129.87035
2 133 155.50923
2 134 126.34553
2 135 105.05186
2 136 129.52896
2 137 151.23515
2 138 102.94045
2 139 150.39365
2 140 123.50429
2 141 135.62247
2 142 123.20531
2 143 137.25616
2 144 158.26645
2 145 116.34200
2 146 117.11015
2 147 138.35048
2 148 116.10915
2 149 112.99639
3 4 177.53992
3 5 160.39420
3 6 138.23994
3 7 179.59792
3 8 130.53545
3 9 174.09900
3 10 129.54669
3 11 165.11928
3 12 146.11490
3 13 154.39346
3 14 121.62627
3 15 163.75969
3 16 154.47168
3 17 151.84909
3 18 157.63927
3 19 151.50540
3 20 137.31664
3 21 81.07930
3 22 162.56458
3 23 162.29491
3 24 171.69011
3 25 203.28238
3 26 124.81676
3 27 135.09523
3 28 124.56151
3 29 129.70065
3 30 141.91653
3 31 136.62088
3 32 180.43954
3 33 105.12421
3 34 164.61061
3 35 139.55493
3 36 157.18997
3 37 127.07807
3 38 150.96373
3 39 143.60292
3 40 187.15646
3 41 157.28429
3 42 169.90965
3 43 119.95219
3 44 156.38261
3 45 176.78078
3 46 158.49446
3 47 155.72383
3 48 167.66486
3 49 137.97546
3 50 146.63930
3 51 111.62620
3 52 102.13943
3 53 151.81306
3 54 135.92142
3 55 192.70950
3 56 141.53139
3 57 196.25333
3 58 160.34935
3 59 183.71553
3 60 178.40004
3 61 148.47084
3 62 152.75787
3 63 145.16409
3 64 142.44145
3 65 140.64055
3 66 151.10674
3 67 147.69856
3 68 198.82507
3 69 135.32265
3 70 121.49909
3 71 118.21259
3 72 155.07051
3 73 159.12643
3 74 168.12357
3 75 165.13625
3 76 171.60936
3 77 129.48863
3 78 126.66932
3 79 170.54224
3 80 183.34256
3 81 160.54259
3 82 139.00684
3 83 152.12082
3 84 208.68373
3 85 158.52879
3 86 148.18411
3 87 171.68550
3 88 87.80167
3 89 157.42918
3 90 146.70525
3 91 121.93322
3 92 156.96133
3 93 174.25961
3 94 115.77994
3 95 203.02859
3 96 148.51494
3 97 164.62065
3 98 150.14673
3 99 161.75484
3 100 137.10831
3 101 150.88106
3 102 135.29860
3 103 117.27699
3 104 177.30464
3 105 151.49059
3 106 152.81407
3 107 153.69324
3 108 153.68651
3 109 154.25368
3 110 174.98517
3 111 140.94450
3 112 127.74963
3 113 151.82104
3 114 169.11594
3 115 134.55215
3 116 174.49727
3 117 152.30049
3 118 163.46982
3 119 161.26801
3 120 84.33709
3 121 129.23474
3 122 131.04355
3 123 127.44794
3 124 179.22371
3 125 183.79620
3 126 162.10767
3 127 134.47060
3 128 83.48115
3 129 115.77191
3 130 169.76564
3 131 198.27145
3 132 152.85233
3 133 159.93066
3 134 152.00862
3 135 140.21780
3 136 155.29527
3 137 154.79640
3 138 104.62867
3 139 169.86642
3 140 129.61369
3 141 182.27563
3 142 193.77126
3 143 167.15451
3 144 191.54860
3 145 121.67335
3 146 172.44899
3 147 134.25916
3 148 132.92383
3 149 134.84860
4 5 152.17810
4 6 120.42905
4 7 125.56963
4 8 133.79337
4 9 142.92885
4 10 127.67312
4 11 175.02414
4 12 123.90080
4 13 117.03228
4 14 142.02165
4 15 152.81390
4 16 134.14282
4 17 184.38605
4 18 141.38698
4 19 117.79884
4 20 143.53195
4 21 175.83458
4 22 132.51146
4 23 150.10712
4 24 149.72633
4 25 124.78767
4 26 161.97713
4 27 124.79594
4 28 143.95667
4 29 168.66653
4 30 130.49403
4 31 156.02820
4 32 170.67310
4 33 169.29604
4 34 150.68359
4 35 163.54715
4 36 159.11539
4 37 152.17854
4 38 126.54704
4 39 163.20352
4 40 115.34186
4 41 169.08055
4 42 85.50336
4 43 174.45743
4 44 137.78375
4 45 126.10679
4 46 117.86393
4 47 108.82336
4 48 146.79858
4 49 162.89902
4 50 151.20259
4 51 154.39900
